2006,09,10,córdoba: alianza delasotista se impone en marcos juarez
2006,09,10,el reclutamiento docente cae en picada
2006,09,10,"relatos de una obsesión: ""ya no podía entrar al aula"" "
2006,09,10,el fuego en la mente de los hombres
2006,09,10,será injusticia 
2006,09,10,irak se decide en ee.uu.
2006,09,10,argenblogs
2006,09,10,divididos en dos grandes familias
2006,09,10,yabrán no era el problema
2006,09,10,pesimismo pop
2006,09,10,la chica que rompió el molde
2006,09,10,¿la decadencia del imperio?
2006,09,10,"si sarmiento viviera, ¿sería maestro?"
2006,09,10,nueva york espectral
2006,09,10,disparen sobre blumberg
2006,09,10,a cinco años del mega atentado
2006,09,10,tormentas en el aire
2006,09,10,"sabato y alberto f, en el museo de la revolución"
2006,09,10,"cuota = alquiler, ¿pero en la práctica?"
2006,09,10,política y economía en américa latina
2006,09,10,"el terrible fantasma del ""ingenieri""."
2006,09,10,¿quién comenzó esta pesadilla?
2006,09,10,los dinosaurios van a desaparecer
2006,09,10,salinas será declarado personalidad de la cultura
2006,09,10,kirchner y bachelet intentarán reencausar las relaciones bilaterales 
2006,09,10,una veintena de normas que hacen agua la boca
2006,09,10,los insólitos negocios que hacen en santa cruz
2006,09,10,"santaolalla, de la música al vino"
2006,09,10,"cueste lo que cueste, las mineras no paran"
2006,09,10,griselda gambaro recibirá el gran premio de honor del teatro que entrega argentores
2006,09,10,los números en el paraíso legal
2006,09,10,buscan saber si las ex monjas contaron con la colaboración de una tercera persona
2006,09,10,el oro negro de américa latina: negocio para pocos
2006,09,10,"montenegro: ""estoy contento por mis dos goles, pero mucho más por el triunfo"""
2006,09,10,los abuelitos hippies consumen más que los nietos cool
2006,09,10,aseguran que el costo del trasandino creció 264% y dudan de su rentabilidad
2006,09,10,"periodismo, cables y teclados; tanta fuerza, tanta fuerza."
2006,09,10,ser padre le modificó a brad pitt la mirada sobre su carrera artística  
2006,09,10,el presidente de gimnasia contraataca
2006,09,10,hugh grant está escribiendo una novela semiautobiográfica
2006,09,10,manifestantes anti bush dicen que orquestó los ataque del 11-s
2006,09,10,macri exigió al gobierno que reconozca la crisis energética 
2006,09,10,semana de alegatos en el caso blumberg
2006,09,10,"""volver"" a san sebastián"
2006,09,10,gualeguaychú volvió a marchar en contra de las papeleras
2006,09,10,ee.uu. insiste en la buena relación entre saddam hussein y al qaeda
2006,09,10,giménez denunció amenazas de muerte 
2006,09,10,guerra en el pj por supuesto pasado de espía de juanjo alvarez
2006,09,10,"river derrotó con lo justo al último, pero sigue sumando"
2006,09,10,gómez se fue de quilmes
2006,09,10,rossi consiguió su tercera victoria y achica la diferencia con silva
2006,09,10,desembarca el festival experimental de cine alucine
2006,09,10,schumacher ganó en monza y confirmó su retiro
2006,09,10,comenzará a discutir el senado el proyecto de saneamiento del riachuelo
2006,09,10,la inversión no alcanza para crecer al 5% anual
2006,09,10,sólo el dedo de kirchner definirá quienes serán candidatos del pj
2006,09,10,"raikkonen, la nueva apuesta de ferrari"
2006,09,10,miceli viaja a singapur y la semana próxima a los estados unidos
2006,09,10,"federer, otra vez campeón"
2006,09,10,en el avion que aterrizó forzosamente había sonado la alarma de la cabina
2006,09,10,"still life, la china e independiente que se llevó el león de oro"
2006,09,10,"tevez debutó fuera de estado, pero con magia"
2006,09,10,fuerte crecimiento de los créditos hipotecarios en 2006
2006,09,10,"de la mano de van nistelrooy, el real madrid hizo desaparecer los fantasmas "
2006,09,10,sancionan a chatruc por incitación a la violencia 
2006,09,10,reaccionó a tiempo y goleó a lanús
2006,09,10,fue ante arsenal en rosario
2006,09,10,"para elisa carrió, néstor kirchner es ""prefascista"""
2006,09,10,los presidentes de israel y palestina están dispuestos a reanudar conversaciones
2006,09,10,reclaman al gobierno nacional una política ganadera a largo plazo
2006,09,10,prevén que la ronda de doha se reanudará en marzo de 2007
2006,09,10,manifestantes atacaron con bombas el palacio de la moneda
2006,09,10,fidel reaparecería en público en la cumbre de no alineados
2006,09,10,el gobierno prevé una inflación de hasta un 11 por ciento para fines del año que viene
2006,09,10,"natascha ya había escapado, pero volvió"
2006,09,10,investigan si un estudiante es autor de seis violaciones
2006,09,10,"para de vido, no hay crisis"
2006,09,10,atentado contra la casa en la que nació el papa
2006,09,10,ferrer no descarta un tarifazo
2006,09,10,prisión preventiva para el cuñado de la oficial puntana que fue incinerada
2006,09,11,mueren 14 personas en un ataque suicida en bagdad
2006,09,11,"para los organismos de derechos humanos, hay ""muchos como él"""
2006,09,11,se reanudó el juicio a saddam hussein 
2006,09,11,"china, igual pero distinta: la cuarta economía mundial"
2006,09,11,el atlantis se acopló con éxito a la estación espacial internacional  
2006,09,11,al qaeda volvió a amenazar y señaló a israel como su próximo objetivo
2006,09,11,caos de tránsito en microcentro por protesta de dueños de combis
2006,09,11,japón lanzó un satélite para espiar a corea del norte 
2006,09,11,"schumacher, el hombre que logró destronar a fangio"
2006,09,11,molieron a golpes y amenazaron picanear a vecino de la plata 
2006,09,11,"jorge sobisch: ""la solución energética está en neuquén"""
2006,09,11,recuerdan con dolor a las víctimas del atentado que cambió la vida del país y la política mundial
2006,09,11,apelaron el sobreseimiento del ex ministro de justicia menemista
2006,09,11,federer mantiene el reinado en el ranking atp
2006,09,11,un represor se suicidó antes de quedar preso
2006,09,10,el 40 por ciento de las licencias otorgadas a los docentes se debe a problemas psiquiátricos
2006,09,11,"un alumno mordió, pateó y tiró una silla a su maestra"
2006,09,11,"portal trató a d'elia de ""traidor"" "
2006,09,10,"después del ataque a las torres gemelas, el petróleo subió más de 160 por ciento"
2006,09,10,zamora denunció que los policías tienen vínculos con musa azar
2006,09,11,"ausente, fidel preside la cumbre de no alineados"
2006,09,11,la ciudad afirmó que se enseñará educación sexual con ley o sin ley
2006,09,11,bomberos y empresarios irán al primer juicio oral por cromañón
2006,09,11,desvían un avión a dallas por descubrir un celular sin dueño
2006,09,10,alarma por misteriosa muerte de perros en plaza francia
2006,09,11,patovicas le desfiguraron el rostro a un joven en la plata
2006,09,11,vassallo argüello ganó y mónaco quedó afuera
2006,09,11,"para goytisolo, el mundo vive una situación ""desastrosa"""
2006,09,11,atraparon a un hombre que habría violado a la amiga de su hija
2006,09,11,"renunció urso, uno de los jueces de la ""servilleta"""
2006,09,11,argentina iguala sin goles con pakistán
2006,09,11,"irán suspenderá el plan nuclear, con condiciones"
2006,09,11,de violaciones y concheros 
2006,09,10,argentina bajó a pakistán
2006,09,11,el juez a quien los menemistas llaman traidor
2006,09,11,"el mejor julio de la industria, desde el fin de la convertibilidad "
2006,09,11,hallan muerto de un disparo a un diputado del partido de lula
2006,09,11,"al final, hewitt viene a la argentina"
2006,09,11,d'elía dijo que filmó a portal por sugerencia de estela de carlotto
2006,09,11,lubertino desconcertada con el pasado de álvarez
2006,09,11,es finlandesa y está dispuesta a ser la contra figura de la carrozo
2006,09,11,israel y los países del golfo serían las próximas víctimas de al qaeda
2006,09,11,"taiana: ""la argentina está experimentando el mayor crecimiento de los últimos cien años"""
2006,09,11,"a 33 años de la caída de allende, chile mantiene casi sin variantes sus políticas conservadoras"
